Date_Time,Year,Month,Day,Hour,Minute,Day_Night,Departure_Location,Arrival_Location,Number_of_Passengers,Seat_Selection,Bus_Type,Customer_ID,Contact_Email,Contact_Phone,Ticket_Price,Payment_Method,Transaction_ID,Bus_Operator,Bus_ID,Departure_Time,Route_Info,Coupon_Code,Discount_Percentage,Cancellation_Time,Refund_Amount,Review_Text,Rating,Popular_Destinations,Regional_Trends,Bus_Occupancy,Punctuality,Peak_Travel_Seasons,Gender,Device_Type,Operating_System,Browser
2023-11-22 09:03:19,2023,11,22,9,3,Day,Tirunelveli,Madurai,3,"23, 25",Mercedes Benz AC,752514,customer4@example.com,+123456782189,147.63,Debit Card,5960203478,Universal Travels,BUS860,2023-11-26 06:17:53,"Vellore, Chennai",DISCOUNT13,8,2024-10-20 20:59:56,47.82,Experience was average!,3.2,"Tirunelveli, Kancheepuram, Nagercoil, Salem, Dindigul",Region 2: Higher booking volume in this region,0.63,On-time performance is 100%,"Season 3, Season 3",Male,Mobile,Windows,Opera
2023-08-21 10:20:23,2023,8,21,10,20,Day,Thoothukudi,Cuddalore,2,"10, 21",Mercedes Benz AC,963180,customer61@example.com,+123456730589,236.24,Net Banking,6247149689,KPN Travels,BUS540,2024-02-17 06:07:19,"Kancheepuram, Tiruchirappalli, Tirunelveli, Pollachi, Thanjavur",DISCOUNT6,14,2024-03-18 08:29:03,24.8,Experience was good!,4.0,"Vellore, Coimbatore, Nagercoil, Pollachi",Region 1: Higher booking volume in this region,0.58,On-time performance is 70%,"Season 1, Season 1",Female,Tablet,iOS,Chrome
2021-12-06 05:04:02,2021,12,6,5,4,Night,Cuddalore,Coimbatore,3,"19, 16",Luxury AC/Non-AC,989000,customer30@example.com,+123456790689,93.45,Credit Card,2592741706,Thirumal Alaghu Travels,BUS995,2024-02-13 15:11:10,"Neyveli, Madurai, Chennai, Dindigul, Karur",DISCOUNT19,19,2024-07-19 12:08:05,46.9,Experience was good!,3.7,"Thanjavur, Nagercoil, Rajapalayam, Kancheepuram",Region 3: Higher booking volume in this region,0.59,On-time performance is 100%,"Season 4, Season 2",Female,Tablet,macOS,Safari
2024-09-30 16:12:22,2024,9,30,16,12,Day,Cuddalore,Madurai,2,"18, 1",Volvo Multi-Axle AC,582668,customer54@example.com,+123456745889,250.66,Credit Card,6428748219,KPN Travels,BUS925,2024-05-13 12:53:26,"Madurai, Cuddalore",DISCOUNT18,11,2024-11-19 01:22:27,35.76,Experience was excellent!,4.6,"Karur, Tiruchirappalli, Chennai",Region 2: Higher booking volume in this region,0.57,On-time performance is 76%,"Season 1, Season 4",Female,Desktop,macOS,Opera
2021-03-03 19:05:19,2021,3,3,19,5,Night,Dindigul,Neyveli,4,"1, 25",Volvo Multi-Axle AC,446476,customer82@example.com,+123456750989,73.75,Net Banking,7261885886,Parveen Travels,BUS510,2024-06-23 00:24:25,"Madurai, Neyveli, Coimbatore",DISCOUNT14,13,2024-07-06 09:02:30,10.53,Experience was excellent!,4.2,"Tirunelveli, Kumbakonam, Nagercoil, Thanjavur",Region 2: Higher booking volume in this region,0.61,On-time performance is 99%,"Season 1, Season 6",Female,Mobile,Android,Edge
2021-08-09 02:28:45,2021,8,9,2,28,Night,Kumbakonam,Tirunelveli,3,"21, 1",AC Sleeper,691931,customer4@example.com,+123456740789,197.29,Debit Card,5521240374,Pandian Roadways,BUS293,2024-03-20 03:03:30,"Salem, Rajapalayam, Erode, Thanjavur",DISCOUNT16,7,2023-12-09 20:24:44,18.33,Experience was average!,4.2,"Rajapalayam, Madurai, Thanjavur, Tiruchirappalli",Region 2: Higher booking volume in this region,0.67,On-time performance is 88%,"Season 3, Season 2",Female,Mobile,Windows,Safari
2021-08-18 08:29:08,2021,8,18,8,29,Day,Thanjavur,Thanjavur,4,"15, 21",AC Sleeper,260471,customer15@example.com,+123456713489,89.66,Net Banking,1658232348,RKT Tours and Travels,BUS162,2024-04-03 06:08:53,"Vellore, Tirunelveli",DISCOUNT14,18,2024-03-26 07:33:58,14.16,Experience was excellent!,3.4,"Dindigul, Cuddalore, Thanjavur",Region 5: Higher booking volume in this region,0.89,On-time performance is 90%,"Season 1, Season 1",Female,Tablet,Android,Opera
2020-09-03 05:03:45,2020,9,3,5,3,Night,Coimbatore,Vellore,1,"27, 13",Mercedes Benz AC,631236,customer78@example.com,+123456736889,168.72,Debit Card,4671070029,RKT Tours and Travels,BUS140,2023-10-21 12:18:11,"Rajapalayam, Cuddalore",DISCOUNT8,10,2024-09-01 15:30:07,11.68,Experience was average!,3.7,"Pollachi, Erode, Kumbakonam",Region 1: Higher booking volume in this region,0.67,On-time performance is 90%,"Season 6, Season 3",Female,Tablet,Windows,Edge
2023-09-04 00:31:41,2023,9,4,0,31,Night,Pollachi,Kancheepuram,4,"30, 4",Volvo Multi-Axle AC,545542,customer83@example.com,+123456721589,83.94,Credit Card,1304755904,Rathimeena Travels,BUS840,2024-08-25 06:55:57,"Vellore, Karur, Chennai, Nagercoil",DISCOUNT5,11,2023-11-13 06:43:06,19.55,Experience was good!,3.3,"Salem, Thanjavur",Region 2: Higher booking volume in this region,0.73,On-time performance is 79%,"Season 2, Season 1",Female,Desktop,Windows,Opera
2019-09-29 21:11:08,2019,9,29,21,11,Night,Neyveli,Rajapalayam,2,"18, 15",Semi-Sleeper Non-AC,198055,customer5@example.com,+123456745189,246.46,Net Banking,1051250686,ABT X Travels,BUS602,2023-04-21 14:29:46,"Ranipet, Cuddalore",DISCOUNT4,13,2024-05-03 01:30:24,18.57,Experience was good!,4.3,"Karur, Kumbakonam, Salem, Madurai",Region 4: Higher booking volume in this region,0.92,On-time performance is 75%,"Season 4, Season 2",Female,Desktop,Windows,Chrome
2017-04-13 22:01:49,2017,4,13,22,1,Night,Karur,Vellore,1,"26, 7",Semi-Sleeper Non-AC,937027,customer32@example.com,+123456718489,63.1,Net Banking,2510445154,SRM Transports,BUS890,2023-09-24 13:24:13,"Erode, Karur, Madurai, Tirunelveli",DISCOUNT17,11,2024-12-04 16:52:03,48.03,Experience was average!,3.2,"Madurai, Thoothukudi, Kancheepuram, Rajapalayam, Cuddalore",Region 3: Higher booking volume in this region,0.58,On-time performance is 72%,"Season 2, Season 1",Male,Tablet,iOS,Safari
2021-01-28 21:47:40,2021,1,28,21,47,Night,Coimbatore,Pollachi,1,"19, 13",Volvo AC,192565,customer39@example.com,+123456733189,85.69,Credit Card,6254745912,KPN Travels,BUS909,2024-12-27 15:03:23,"Pollachi, Erode",DISCOUNT11,16,2023-04-18 12:29:05,43.68,Experience was good!,4.1,"Cuddalore, Karur, Chennai, Nagercoil, Kancheepuram",Region 4: Higher booking volume in this region,0.52,On-time performance is 70%,"Season 3, Season 7",Female,Tablet,macOS,Edge
2019-12-30 23:36:14,2019,12,30,23,36,Night,Karur,Chennai,4,"17, 24",Double Decker AC/Non-AC,695685,customer2@example.com,+123456771489,102.68,Net Banking,3775284808,SRS Travels,BUS309,2023-08-10 19:43:38,"Tirunelveli, Pollachi, Ranipet, Erode, Thanjavur",DISCOUNT9,8,2023-04-11 02:19:40,48.32,Experience was excellent!,3.7,"Salem, Pollachi, Vellore",Region 4: Higher booking volume in this region,0.99,On-time performance is 71%,"Season 7, Season 7",Female,Tablet,macOS,Firefox
2016-08-22 03:07:41,2016,8,22,3,7,Night,Cuddalore,Tirunelveli,1,"29, 10",Luxury AC/Non-AC,423390,customer7@example.com,+123456741489,153.77,Credit Card,9464549737,National Travels,BUS884,2024-12-22 16:16:39,"Thoothukudi, Thanjavur",DISCOUNT8,12,2024-04-05 07:34:06,19.76,Experience was average!,3.4,"Coimbatore, Vellore",Region 5: Higher booking volume in this region,0.57,On-time performance is 81%,"Season 7, Season 3",Female,Mobile,iOS,Opera
2024-10-23 15:09:47,2024,10,23,15,9,Day,Kumbakonam,Neyveli,4,"12, 3",Scania AC,481649,customer78@example.com,+123456745689,257.01,Debit Card,5415067399,Pandian Roadways,BUS813,2024-08-13 19:48:34,"Dindigul, Kumbakonam, Thanjavur, Erode, Salem",DISCOUNT13,11,2023-08-15 03:25:45,46.45,Experience was average!,4.0,"Nagercoil, Madurai, Dindigul, Pollachi",Region 4: Higher booking volume in this region,0.53,On-time performance is 93%,"Season 4, Season 6",Male,Desktop,Android,Firefox
2018-06-18 18:32:37,2018,6,18,18,32,Night,Nagercoil,Nagercoil,3,"6, 7",Volvo AC,867472,customer57@example.com,+123456726889,84.86,Net Banking,3989503435,National Travels,BUS377,2023-08-15 01:53:58,"Rajapalayam, Pollachi, Salem, Coimbatore",DISCOUNT2,11,2023-10-24 10:32:05,30.84,Experience was excellent!,4.7,"Dindigul, Karur, Neyveli",Region 1: Higher booking volume in this region,0.63,On-time performance is 90%,"Season 3, Season 2",Female,Desktop,iOS,Edge
2024-07-29 08:14:33,2024,7,29,8,14,Day,Thoothukudi,Chennai,2,"24, 17",Double Decker AC/Non-AC,487208,customer88@example.com,+123456736089,198.21,Debit Card,3742475628,SRS Travels,BUS442,2024-12-11 00:20:09,"Rajapalayam, Chennai, Kumbakonam",DISCOUNT17,15,2023-09-29 18:38:59,49.66,Experience was good!,3.9,"Tirunelveli, Madurai, Chennai, Tiruchirappalli, Karur",Region 1: Higher booking volume in this region,0.91,On-time performance is 70%,"Season 6, Season 1",Male,Desktop,iOS,Chrome
2018-04-05 16:14:54,2018,4,5,16,14,Day,Thoothukudi,Tiruchirappalli,1,"8, 17",Semi-Sleeper Non-AC,278860,customer44@example.com,+123456752389,227.69,Net Banking,8290914468,Thirumal Alaghu Travels,BUS228,2023-06-09 09:25:45,"Rajapalayam, Thanjavur, Kancheepuram, Tiruchirappalli",DISCOUNT3,18,2024-09-28 20:41:53,43.26,Experience was excellent!,4.3,"Kumbakonam, Salem, Thoothukudi, Madurai, Coimbatore",Region 1: Higher booking volume in this region,0.73,On-time performance is 95%,"Season 6, Season 4",Male,Tablet,Windows,Chrome
2017-02-02 23:06:10,2017,2,2,23,6,Night,Tiruchirappalli,Cuddalore,2,"4, 27",Luxury AC/Non-AC,982550,customer6@example.com,+123456763489,68.28,Net Banking,6133228737,Parveen Travels,BUS711,2023-12-21 03:46:52,"Tirunelveli, Coimbatore, Cuddalore, Pollachi, Thanjavur",DISCOUNT10,16,2024-08-27 09:24:50,23.74,Experience was good!,4.9,"Nagercoil, Rajapalayam, Pollachi, Coimbatore",Region 4: Higher booking volume in this region,0.96,On-time performance is 73%,"Season 3, Season 4",Male,Tablet,Windows,Safari
2020-12-30 06:45:09,2020,12,30,6,45,Day,Karur,Neyveli,2,"8, 21",AC Sleeper,423934,customer93@example.com,+123456772089,228.84,Credit Card,2217888427,Ramu Travels,BUS337,2023-08-31 09:19:24,"Karur, Kancheepuram, Kumbakonam, Dindigul",DISCOUNT8,16,2023-08-29 10:56:29,32.43,Experience was excellent!,4.6,"Salem, Tirunelveli, Tiruchirappalli, Thanjavur, Neyveli",Region 5: Higher booking volume in this region,0.66,On-time performance is 71%,"Season 1, Season 7",Female,Tablet,Android,Opera
2018-11-04 19:27:17,2018,11,4,19,27,Night,Nagercoil,Erode,3,"13, 2",Regular Non-AC,679866,customer87@example.com,+123456780789,245.55,Debit Card,5049205307,Rathimeena Travels,BUS115,2024-11-04 04:55:54,"Cuddalore, Dindigul",DISCOUNT7,9,2024-07-30 04:09:38,46.7,Experience was excellent!,4.6,"Neyveli, Madurai, Ranipet",Region 3: Higher booking volume in this region,0.65,On-time performance is 79%,"Season 2, Season 7",Female,Desktop,macOS,Firefox
2019-07-13 15:12:06,2019,7,13,15,12,Day,Thanjavur,Thoothukudi,2,"17, 15",Volvo AC,907718,customer26@example.com,+123456764989,91.82,Net Banking,3405203191,Thirumal Alaghu Travels,BUS470,2024-10-14 11:12:46,"Neyveli, Kumbakonam, Dindigul",DISCOUNT8,9,2023-05-31 05:39:08,27.52,Experience was excellent!,5.0,"Salem, Thanjavur, Erode, Madurai",Region 1: Higher booking volume in this region,0.56,On-time performance is 85%,"Season 5, Season 4",Female,Desktop,Android,Edge
2019-01-03 10:33:48,2019,1,3,10,33,Day,Pollachi,Kancheepuram,1,"30, 28",Scania AC,432207,customer93@example.com,+123456798289,261.06,Debit Card,9627053754,Bharathi Travels,BUS326,2023-08-17 15:30:39,"Chennai, Nagercoil",DISCOUNT4,11,2023-11-22 14:16:58,25.18,Experience was good!,3.8,"Dindigul, Chennai",Region 2: Higher booking volume in this region,0.63,On-time performance is 73%,"Season 2, Season 6",Female,Desktop,macOS,Opera
2018-01-21 20:55:48,2018,1,21,20,55,Night,Thoothukudi,Madurai,4,"14, 24",Non-AC Sleeper,295060,customer58@example.com,+123456789789,298.93,Credit Card,1220863126,Rathimeena Travels,BUS245,2023-02-10 18:12:58,"Salem, Chennai, Ranipet",DISCOUNT4,16,2024-08-02 22:38:04,10.77,Experience was good!,3.3,"Cuddalore, Ranipet, Chennai, Rajapalayam",Region 5: Higher booking volume in this region,0.68,On-time performance is 76%,"Season 6, Season 4",Female,Tablet,iOS,Safari
2017-05-03 05:22:41,2017,5,3,5,22,Night,Thoothukudi,Pollachi,2,"26, 29",Non-AC Sleeper,311369,customer52@example.com,+123456729889,209.92,Debit Card,9623609466,KPN Travels,BUS648,2023-05-26 02:31:53,"Erode, Dindigul, Vellore, Kumbakonam",DISCOUNT7,5,2024-04-02 00:06:55,49.72,Experience was average!,3.2,"Dindigul, Thanjavur",Region 5: Higher booking volume in this region,0.84,On-time performance is 88%,"Season 2, Season 7",Female,Mobile,iOS,Chrome
2018-05-20 03:59:19,2018,5,20,3,59,Night,Nagercoil,Ranipet,4,"26, 29",Scania AC,458364,customer27@example.com,+123456730389,255.4,Net Banking,4392126453,Thirumal Alaghu Travels,BUS374,2024-04-25 01:02:57,"Madurai, Tiruchirappalli, Thoothukudi, Karur, Thanjavur",DISCOUNT16,7,2023-01-13 04:16:33,45.64,Experience was excellent!,3.9,"Kumbakonam, Dindigul, Kancheepuram, Chennai, Rajapalayam",Region 3: Higher booking volume in this region,0.69,On-time performance is 87%,"Season 5, Season 6",Female,Desktop,macOS,Opera
2022-03-30 20:36:51,2022,3,30,20,36,Night,Thoothukudi,Cuddalore,3,"23, 7",Volvo Multi-Axle AC,414265,customer41@example.com,+123456741789,133.71,Net Banking,3461542405,Ramu Travels,BUS351,2024-01-02 16:48:50,"Vellore, Rajapalayam, Dindigul, Tiruchirappalli, Erode",DISCOUNT13,9,2024-01-26 06:18:26,18.35,Experience was average!,3.9,"Ranipet, Tiruchirappalli, Vellore, Chennai, Salem",Region 3: Higher booking volume in this region,0.99,On-time performance is 70%,"Season 6, Season 6",Male,Tablet,iOS,Chrome
2024-02-20 18:47:00,2024,2,20,18,47,Night,Tirunelveli,Rajapalayam,3,"23, 13",AC Sleeper,685553,customer100@example.com,+123456777289,135.51,Net Banking,7842787616,Parveen Travels,BUS960,2023-02-17 11:30:21,"Ranipet, Tiruchirappalli, Kancheepuram, Cuddalore, Rajapalayam",DISCOUNT17,9,2024-05-26 07:48:31,38.99,Experience was average!,3.5,"Erode, Tirunelveli",Region 4: Higher booking volume in this region,0.96,On-time performance is 91%,"Season 2, Season 2",Male,Desktop,Windows,Safari
2019-08-05 07:09:38,2019,8,5,7,9,Day,Coimbatore,Thoothukudi,1,"18, 1",Double Decker AC/Non-AC,361815,customer40@example.com,+123456798089,55.99,Credit Card,5226221343,Bharathi Travels,BUS539,2023-05-26 11:23:57,"Nagercoil, Neyveli, Coimbatore, Chennai, Madurai",DISCOUNT2,20,2024-05-18 20:19:54,48.84,Experience was average!,3.3,"Vellore, Thanjavur, Madurai, Neyveli, Rajapalayam",Region 5: Higher booking volume in this region,0.81,On-time performance is 89%,"Season 7, Season 2",Male,Tablet,Windows,Opera
2024-04-27 23:32:36,2024,4,27,23,32,Night,Pollachi,Kumbakonam,4,"28, 14",Luxury AC/Non-AC,322414,customer53@example.com,+123456771989,253.29,Credit Card,6828163629,SRM Transports,BUS297,2024-07-14 20:52:04,"Karur, Madurai, Vellore, Neyveli, Pollachi",DISCOUNT4,9,2023-03-28 19:06:32,10.51,Experience was excellent!,3.4,"Thanjavur, Neyveli, Pollachi",Region 2: Higher booking volume in this region,0.75,On-time performance is 83%,"Season 6, Season 6",Female,Mobile,Android,Safari
2022-04-10 21:57:10,2022,4,10,21,57,Night,Pollachi,Madurai,2,"28, 4",Volvo Multi-Axle AC,614254,customer24@example.com,+123456726889,99.25,Net Banking,9326247752,SRM Transports,BUS907,2024-06-16 09:33:00,"Ranipet, Tiruchirappalli, Coimbatore, Kancheepuram",DISCOUNT10,12,2023-08-19 06:38:55,49.55,Experience was average!,3.9,"Cuddalore, Thoothukudi, Tiruchirappalli, Vellore, Nagercoil",Region 3: Higher booking volume in this region,0.81,On-time performance is 97%,"Season 4, Season 6",Female,Mobile,iOS,Opera
2021-09-15 20:05:03,2021,9,15,20,5,Night,Salem,Karur,1,"3, 11",Luxury AC/Non-AC,202294,customer8@example.com,+123456772689,144.04,Net Banking,6235396857,ABT X Travels,BUS710,2024-04-29 15:03:28,"Kumbakonam, Karur",DISCOUNT9,18,2023-01-23 04:17:09,24.76,Experience was excellent!,4.5,"Salem, Cuddalore, Neyveli",Region 2: Higher booking volume in this region,0.54,On-time performance is 73%,"Season 5, Season 3",Female,Desktop,Windows,Opera
2017-05-16 04:54:47,2017,5,16,4,54,Night,Salem,Thoothukudi,4,"2, 28",Regular Non-AC,749752,customer96@example.com,+123456792489,210.82,Debit Card,1904866970,Thirumal Alaghu Travels,BUS652,2024-06-11 09:54:46,"Rajapalayam, Karur, Neyveli, Kancheepuram, Thoothukudi",DISCOUNT12,10,2024-05-25 06:50:36,34.61,Experience was average!,4.7,"Thoothukudi, Coimbatore, Erode",Region 3: Higher booking volume in this region,0.87,On-time performance is 76%,"Season 2, Season 1",Female,Mobile,macOS,Chrome
2017-04-12 18:12:08,2017,4,12,18,12,Night,Neyveli,Neyveli,4,"22, 8",AC Sleeper,206437,customer54@example.com,+123456714889,183.44,Credit Card,6964622393,Pandian Roadways,BUS786,2024-02-14 06:09:56,"Nagercoil, Madurai, Rajapalayam, Thanjavur",DISCOUNT3,9,2023-03-04 11:27:35,35.76,Experience was average!,3.9,"Cuddalore, Pollachi, Thoothukudi, Vellore",Region 4: Higher booking volume in this region,0.72,On-time performance is 78%,"Season 5, Season 4",Female,Tablet,Android,Safari
2017-03-08 13:51:32,2017,3,8,13,51,Day,Vellore,Chennai,4,"8, 14",Mercedes Benz AC,752218,customer55@example.com,+123456785889,213.08,Debit Card,9747760269,Universal Travels,BUS857,2024-05-07 02:49:58,"Vellore, Karur",DISCOUNT18,8,2023-12-31 15:35:05,40.91,Experience was average!,4.4,"Neyveli, Tiruchirappalli",Region 2: Higher booking volume in this region,0.92,On-time performance is 77%,"Season 1, Season 3",Female,Desktop,macOS,Opera
2020-03-30 14:14:41,2020,3,30,14,14,Day,Kancheepuram,Neyveli,4,"8, 2",AC Sleeper,506837,customer60@example.com,+123456762689,228.18,Debit Card,9469931277,RKT Tours and Travels,BUS717,2023-09-14 04:58:17,"Cuddalore, Vellore, Kumbakonam",DISCOUNT7,14,2024-05-30 08:28:38,35.16,Experience was excellent!,3.0,"Neyveli, Thanjavur, Tirunelveli",Region 3: Higher booking volume in this region,0.84,On-time performance is 94%,"Season 5, Season 6",Male,Desktop,iOS,Opera
2022-01-03 11:19:58,2022,1,3,11,19,Day,Tiruchirappalli,Chennai,2,"1, 16",Scania AC,706085,customer62@example.com,+123456750489,78.8,Credit Card,6350384119,Parveen Travels,BUS500,2023-03-05 01:50:35,"Cuddalore, Rajapalayam, Thanjavur, Thoothukudi",DISCOUNT19,16,2023-05-18 23:00:00,48.21,Experience was average!,3.3,"Tiruchirappalli, Coimbatore, Salem, Madurai, Nagercoil",Region 2: Higher booking volume in this region,0.59,On-time performance is 92%,"Season 1, Season 2",Female,Tablet,Android,Chrome
2019-01-14 07:51:16,2019,1,14,7,51,Day,Madurai,Coimbatore,1,"4, 30",Volvo Multi-Axle AC,728228,customer6@example.com,+123456735289,140.25,Net Banking,9609948575,Bharathi Travels,BUS130,2024-02-07 14:08:26,"Thoothukudi, Ranipet",DISCOUNT5,6,2023-04-29 01:41:59,11.24,Experience was excellent!,3.3,"Thoothukudi, Erode, Salem, Thanjavur, Vellore",Region 2: Higher booking volume in this region,0.58,On-time performance is 71%,"Season 2, Season 4",Female,Tablet,Android,Chrome
2018-01-28 09:40:54,2018,1,28,9,40,Day,Coimbatore,Cuddalore,2,"13, 21",Party Buses,419626,customer2@example.com,+123456742389,115.91,Debit Card,1042371098,SRS Travels,BUS303,2023-06-03 03:30:55,"Madurai, Vellore, Kancheepuram",DISCOUNT17,14,2024-08-13 07:02:58,29.91,Experience was excellent!,3.9,"Salem, Nagercoil, Cuddalore, Tiruchirappalli",Region 2: Higher booking volume in this region,0.58,On-time performance is 95%,"Season 2, Season 4",Male,Mobile,Windows,Opera
2017-07-31 01:55:46,2017,7,31,1,55,Night,Dindigul,Karur,1,"29, 19",Luxury AC/Non-AC,823195,customer33@example.com,+123456732889,284.13,Credit Card,8123797904,Universal Travels,BUS315,2024-06-06 19:15:56,"Pollachi, Neyveli",DISCOUNT15,10,2023-03-21 10:52:31,36.5,Experience was good!,4.5,"Tirunelveli, Coimbatore",Region 4: Higher booking volume in this region,0.79,On-time performance is 73%,"Season 5, Season 6",Male,Tablet,Android,Opera
2022-02-11 22:36:19,2022,2,11,22,36,Night,Thoothukudi,Erode,4,"22, 1",Double Decker AC/Non-AC,131025,customer3@example.com,+123456764189,234.36,Net Banking,2576644771,Universal Travels,BUS592,2024-05-18 14:31:44,"Tiruchirappalli, Chennai, Thanjavur, Coimbatore, Salem",DISCOUNT16,12,2024-01-07 01:02:56,25.97,Experience was average!,4.3,"Cuddalore, Thanjavur, Ranipet, Erode, Kancheepuram",Region 2: Higher booking volume in this region,0.59,On-time performance is 70%,"Season 2, Season 6",Male,Mobile,macOS,Firefox
2023-03-13 08:07:59,2023,3,13,8,7,Day,Pollachi,Dindigul,4,"1, 2",AC Sleeper,974131,customer24@example.com,+123456769489,84.31,Net Banking,9565642734,Parveen Travels,BUS904,2023-11-17 02:57:41,"Thoothukudi, Tiruchirappalli",DISCOUNT2,6,2024-05-17 00:43:45,24.37,Experience was average!,4.2,"Nagercoil, Vellore, Thanjavur, Chennai, Rajapalayam",Region 4: Higher booking volume in this region,0.97,On-time performance is 81%,"Season 6, Season 2",Female,Mobile,Windows,Chrome
2019-08-17 09:39:35,2019,8,17,9,39,Day,Rajapalayam,Madurai,2,"3, 29",Scania AC,823111,customer37@example.com,+123456775489,225.9,Net Banking,8346857593,RKT Tours and Travels,BUS404,2024-01-04 22:45:34,"Madurai, Tiruchirappalli, Rajapalayam",DISCOUNT9,7,2024-07-01 00:48:42,17.23,Experience was good!,4.7,"Tiruchirappalli, Kumbakonam, Cuddalore, Coimbatore, Dindigul",Region 1: Higher booking volume in this region,0.63,On-time performance is 93%,"Season 4, Season 5",Male,Desktop,Android,Firefox
2023-01-19 00:24:27,2023,1,19,0,24,Night,Rajapalayam,Ranipet,2,"11, 8",AC Sleeper,236207,customer94@example.com,+123456752189,127.11,Credit Card,3453718850,Rathimeena Travels,BUS982,2023-02-20 02:28:30,"Coimbatore, Madurai",DISCOUNT14,13,2023-07-25 06:37:37,29.93,Experience was good!,3.2,"Pollachi, Coimbatore",Region 2: Higher booking volume in this region,0.8,On-time performance is 70%,"Season 6, Season 6",Male,Tablet,iOS,Firefox
2023-11-07 05:07:57,2023,11,7,5,7,Night,Karur,Tirunelveli,3,"5, 15",AC Sleeper,167738,customer82@example.com,+123456769689,83.77,Net Banking,5991948647,Rathimeena Travels,BUS117,2024-10-11 18:59:16,"Dindigul, Tirunelveli, Chennai, Kancheepuram",DISCOUNT2,10,2024-11-19 16:52:10,12.52,Experience was average!,4.6,"Ranipet, Rajapalayam, Coimbatore, Madurai, Thanjavur",Region 1: Higher booking volume in this region,0.85,On-time performance is 79%,"Season 2, Season 5",Male,Tablet,iOS,Firefox
2018-03-06 21:03:51,2018,3,6,21,3,Night,Kumbakonam,Tiruchirappalli,4,"17, 5",Regular Non-AC,105809,customer56@example.com,+123456753289,268.93,Credit Card,3209580036,RKT Tours and Travels,BUS915,2024-07-07 08:21:53,"Ranipet, Thanjavur, Rajapalayam",DISCOUNT15,20,2024-11-14 04:15:22,22.04,Experience was good!,4.2,"Tirunelveli, Karur, Cuddalore",Region 3: Higher booking volume in this region,0.63,On-time performance is 90%,"Season 3, Season 1",Female,Tablet,iOS,Edge
2018-01-14 16:40:00,2018,1,14,16,40,Day,Erode,Erode,1,"23, 30",Mercedes Benz AC,353034,customer4@example.com,+123456794289,110.36,Net Banking,3843952687,Ramu Travels,BUS173,2023-04-24 10:19:26,"Kancheepuram, Cuddalore, Madurai, Dindigul, Tirunelveli",DISCOUNT11,5,2023-09-14 21:23:50,46.18,Experience was good!,4.3,"Nagercoil, Dindigul, Madurai, Karur, Chennai",Region 2: Higher booking volume in this region,0.92,On-time performance is 75%,"Season 3, Season 2",Male,Tablet,Windows,Chrome
2023-12-30 15:32:51,2023,12,30,15,32,Day,Cuddalore,Neyveli,2,"11, 14",Volvo AC,524672,customer85@example.com,+123456730489,219.66,Credit Card,3829988412,Kesineni Travels,BUS325,2024-10-15 17:41:57,"Madurai, Erode, Nagercoil, Tirunelveli",DISCOUNT6,15,2024-07-16 16:03:52,30.48,Experience was excellent!,3.2,"Thanjavur, Madurai, Thoothukudi, Chennai",Region 3: Higher booking volume in this region,1.0,On-time performance is 79%,"Season 1, Season 2",Male,Mobile,Windows,Opera
2024-05-13 19:23:55,2024,5,13,19,23,Night,Dindigul,Erode,2,"28, 13",Party Buses,136108,customer95@example.com,+123456763589,68.93,Debit Card,5593749460,Pandian Roadways,BUS608,2024-09-03 12:35:32,"Vellore, Madurai, Dindigul, Neyveli, Rajapalayam",DISCOUNT4,6,2024-12-05 00:35:51,42.58,Experience was excellent!,5.0,"Salem, Neyveli, Karur",Region 1: Higher booking volume in this region,0.81,On-time performance is 80%,"Season 1, Season 5",Male,Desktop,Windows,Chrome
2016-12-21 18:43:22,2016,12,21,18,43,Night,Salem,Dindigul,4,"22, 24",Scania AC,929929,customer59@example.com,+123456721889,222.15,Net Banking,6373783845,Universal Travels,BUS574,2023-04-04 22:50:05,"Kancheepuram, Rajapalayam",DISCOUNT7,18,2024-11-05 22:06:21,17.27,Experience was average!,3.3,"Pollachi, Ranipet, Nagercoil",Region 1: Higher booking volume in this region,0.69,On-time performance is 71%,"Season 2, Season 3",Female,Mobile,iOS,Firefox
2022-01-16 00:33:15,2022,1,16,0,33,Night,Nagercoil,Pollachi,2,"26, 8",Luxury AC/Non-AC,294693,customer61@example.com,+123456773789,178.45,Net Banking,2742431456,SRM Transports,BUS974,2024-09-28 16:15:29,"Erode, Vellore, Karur",DISCOUNT18,20,2023-07-05 20:04:02,45.21,Experience was excellent!,3.3,"Kumbakonam, Coimbatore, Chennai, Tirunelveli, Salem",Region 2: Higher booking volume in this region,0.96,On-time performance is 76%,"Season 2, Season 4",Female,Desktop,Windows,Chrome
2017-11-01 21:43:11,2017,11,1,21,43,Night,Thanjavur,Karur,2,"21, 26",AC Sleeper,721370,customer99@example.com,+123456723289,126.91,Debit Card,7065486375,SRM Transports,BUS991,2023-03-30 01:10:49,"Thoothukudi, Vellore, Cuddalore",DISCOUNT18,15,2024-10-31 19:31:03,13.5,Experience was average!,4.1,"Tirunelveli, Thanjavur, Tiruchirappalli, Coimbatore, Kancheepuram",Region 1: Higher booking volume in this region,0.95,On-time performance is 99%,"Season 2, Season 3",Female,Mobile,iOS,Safari
